,Title,Price,Rooms,m2,Neighbourhood,Street,Posted days ago,Description,URL
128,1 værelses lejlighed på 38 m²,8.100,1,38,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009702
127,1 værelses lejlighed på 58 m²,8.300,1,58,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009710
126,1 værelses lejlighed på 26 m²,7.700,1,26,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009722
125,1 værelses lejlighed på 26 m²,7.700,1,26,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009723
124,1 værelses lejlighed på 26 m²,7.700,1,26,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009724
123,1 værelses lejlighed på 31 m²,7.900,1,31,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009725
121,1 værelses lejlighed på 30 m²,8.100,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009731
120,1 værelses lejlighed på 30 m²,8.100,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009732
119,1 værelses lejlighed på 30 m²,8.100,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009733
118,1 værelses lejlighed på 30 m²,8.100,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009734
117,1 værelses lejlighed på 31 m²,8.300,1,31,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009739
116,1 værelses lejlighed på 30 m²,8.100,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009740
122,1 værelses lejlighed på 28 m²,7.700,1,28,København Ø,Teglværksgade,60,"MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009727
114,1 værelses lejlighed på 30 m²,8.100,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009743
